Titulo,Fecha_Envio,Fecha_Revision,Resumen,Nombre_Topico,Autores,Revisores,Valoraciones,Comentarios
Aspernatur non ex minima.,2023-08-24,2023-09-04,"Eligendi quibusdam impedit dolorum nulla.
Voluptatibus nobis assumenda sint minima. Atque ut quod tenetur dolorum itaque.",Computacion en la Nube,"9000291-0|Maria Teresa Felix Benitez Quintero|arteagauriel@example.net, 9000273-7|Perla Carolina Espinosa Peres|ndelgado@example.net","9000282-0|Lic. Paulina Lemus|cazaresbeatriz@example.com, 9000156-7|Paulina Torres Lopez|cristina25@example.net, 9000009-8|Ing. Yolanda Moreno|osorioalma@example.com",61|86|61,Facilis reiciendis necessitatibus ipsa culpa eaque.|Nulla iusto optio quidem facilis totam ipsam deserunt quisquam laborum.|Blanditiis perspiciatis est nulla rerum iure.
Dignissimos repellat quas sed a vitae incidunt.,2023-10-29,2023-11-09,Corrupti id laudantium incidunt reiciendis. Nisi repellat reiciendis quasi maxime omnis. Harum ea nesciunt eaque ipsam aspernatur.,Sistemas Operativos|Sistemas Distribuidos,"9000024-8|Lic. Guillermo Apodaca|gracielaleyva@example.net, 9000121-6|Salma Gabino Armas Rico|ochoaarcelia@example.net, 9000050-6|Concepcion Alberto Arredondo|martinbeltran@example.com","9000158-4|Juana Ruben Tamez Lozano|msantiago@example.com, 9000176-5|Lic. Jos Bueno|pcaraballo@example.com, 9000097-0|Virginia Tirado Cepeda|caridad28@example.com",75|20|17,Soluta dolores rem expedita mollitia velit quo laboriosam ab dolorem.|Dicta modi unde neque delectus non dolorum nobis.|Voluptate minima possimus eius quos labore itaque animi rem.
Assumenda a sunt dolor repellat.,2025-01-04,2025-01-14,Et aliquid qui. Illum maxime sit iste.,Testing de Software|Inteligencia Artificial|Etica en Tecnologia,9000088-6|Sara Ursula Tafoya Aguilera|wilfrido12@example.com,"9000069-7|Jose Luis Hernandes|munguiaangel@example.com, 9000085-3|Rodolfo Cisneros Montez|vanesa62@example.net, 9000260-0|Yolanda Cadena|clararomero@example.com",51|76|72,Amet at debitis laudantium aliquid rem.|Placeat nisi beatae error maxime nihil itaque.|Odio dicta deserunt doloremque rerum incidunt ea dolor eum similique fuga provident labore.
Distinctio exercitationem veniam tenetur pariatur quisquam placeat illum.,2024-02-25,2024-04-18,Adipisci illo minus ex quidem aperiam assumenda. Perspiciatis blanditiis cum delectus sunt id atque.,Redes|Automatizacion de Procesos|Aprendizaje Profundo,"9000253-6|Carolina Victoria Roldan|gabinosuarez@example.net, 9000144-0|Samuel Segura|olmosreynaldo@example.org","9000135-9|Renato Carmona Espino|quintanahumberto@example.com, 9000267-8|Ing. Juan Ortega|clemente40@example.com, 9000020-0|Dr. Teodoro Gonzales|camarilloliliana@example.com",21|28|52,Ipsum ex possimus quod accusamus neque quis occaecati quidem sapiente facilis suscipit.|Eaque libero vitae minus quis perspiciatis error minus eaque voluptas rem.|Ducimus sapiente expedita distinctio ut eveniet eligendi perspiciatis.
Soluta nulla laboriosam maiores nostrum.,2024-08-07,2024-08-19,Sint mollitia reprehenderit doloribus. Rem ducimus qui assumenda laudantium maxime.,Big Data|Sistemas Distribuidos|Analisis de Vulnerabilidades,"9000182-3|Esperanza Aurora Puente Calvillo|quirozdaniela@example.net, 9000219-8|Lic. Cristobal Roldan|whuerta@example.org, 9000088-6|Sara Ursula Tafoya Aguilera|wilfrido12@example.com","9000139-9|Leonel Mauro Sotelo Partida|evelasco@example.org, 9000290-6|Dr. Ramiro Melendez|ysotelo@example.com, 9000248-1|Cristal Victor Rosario|biancamontez@example.net",29|48|49,Fugit dolor vero reprehenderit cumque doloribus sed id eaque a doloribus.|Nisi nihil rem eius recusandae animi debitis iure unde ad corporis.|Non dolor nam ullam a eos dicta optio minus praesentium quidem possimus fugit maxime.
Error soluta quos adipisci.,2023-07-28,2023-07-30,Tenetur expedita minus quae. Totam facere quidem laborum ipsum.,Desarrollo Web,9000071-5|Lic. Silvano Guajardo|jvergara@example.org,"9000035-2|Natalia Mayte Laboy|brunomenendez@example.org, 9000004-3|Ivonne Porfirio Navarrete Colon|salvadorsaucedo@example.com, 9000236-7|Mariano Quintanilla Madrigal|rosa05@example.net",77|12|22,Ut sequi nesciunt sint atque exercitationem sit facilis iusto in minus.|Optio aspernatur temporibus nihil doloribus vel commodi incidunt quas rerum eveniet esse.|Iste aut reiciendis accusamus provident eos mollitia nesciunt beatae quae eveniet adipisci.
Consequatur ducimus illum enim dolores ex ipsam.,2024-09-27,2024-09-30,Ut expedita explicabo possimus quo distinctio similique magni. Similique magni quae optio. Ipsa ex ipsum saepe occaecati ut earum.,Interaccion Humano Computador|Tecnologias Moviles,"9000134-6|Ivonne Sofia Otero Blanco|zeferino86@example.com, 9000291-0|Maria Teresa Felix Benitez Quintero|arteagauriel@example.net, 9000188-7|Marcela Noemi Razo Casarez|espartacobarela@example.com","9000020-0|Dr. Teodoro Gonzales|camarilloliliana@example.com, 9000019-9|Lic. Ofelia Berrios|vmarin@example.com, 9000025-6|Lic. Oliver Najera|vallebruno@example.org",0|99|86,Iure eaque quaerat tempora ipsa consequatur perspiciatis exercitationem in sapiente blanditiis.|Facilis dolore temporibus ut quod inventore ea quasi accusantium error.|Tenetur voluptates laudantium perspiciatis id deserunt aperiam.
Repellendus veniam possimus dicta aut.,2023-09-15,2023-10-09,"Excepturi vero excepturi dolores.
Explicabo vitae suscipit facilis ipsa deleniti. Incidunt nam voluptas dolor.",Realidad Aumentada|Programacion Paralela|Blockchain,9000102-3|Graciela Trevino|antoniaquintanilla@example.com,"9000269-2|Conchita Zelaya|itzelmatos@example.org, 9000162-1|Ana Ortiz|eugenio61@example.com, 9000020-0|Dr. Teodoro Gonzales|camarilloliliana@example.com",98|48|44,Labore fuga eveniet iusto eum culpa numquam.|Itaque doloremque hic fugit aliquid vel placeat doloribus architecto perspiciatis alias nemo vitae.|Voluptatem molestias officia ad at fuga ratione mollitia nisi at fuga dignissimos.
Cum eligendi alias.,2023-09-03,2023-10-10,Provident velit inventore libero aliquam. Pariatur suscipit molestiae.,Ingenieria del Conocimiento|Analisis Forense Digital|Visualizacion de Datos,9000274-3|Rosario Rebeca Lomeli Quinones|rochahernan@example.net,"9000028-9|Isabela Dario Bermudez|tameznayeli@example.org, 9000241-9|Ofelia Muro Barreto|orellanamariano@example.org, 9000281-8|Ramiro Georgina Chapa Cardona|federicoarteaga@example.net",98|29|10,Delectus quisquam ipsa laboriosam corrupti repellendus esse sed ducimus.|Deserunt placeat cumque libero reprehenderit illo ipsam quos eveniet at possimus labore repudiandae.|Earum necessitatibus est minima optio esse veniam fugit non.
Nulla ex at eveniet repellat illo officiis.,2023-10-04,2023-10-31,Eius velit occaecati recusandae nesciunt accusamus nam natus. Eaque veritatis harum in voluptatum maxime.,Tecnologias Moviles|Teoria de la Computacion,"9000287-7|Jose Alfredo Muniz Gaitan|yenicandelaria@example.com, 9000223-0|Sr(a). Rosa Pichardo|anguianoaurelio@example.org","9000166-8|Berta Jose Carlos Tovar Munoz|oterogeronimo@example.org, 9000079-K|Dr. Esparta Acosta|lugomarisol@example.net, 9000289-3|Abraham Francisca Olivera|mariselajaramillo@example.com",15|66|0,Dignissimos laborum nam earum voluptatem perferendis aperiam maiores laudantium error sunt.|Vitae libero doloribus unde ratione eveniet harum reiciendis suscipit perferendis ipsum id.|Repudiandae itaque harum perspiciatis amet explicabo architecto quasi totam odio.
Officiis ea ducimus nobis dolor impedit dolore.,2024-04-15,2024-05-30,Facilis autem vitae. Deserunt dolorum ducimus aliquam eos assumenda. Inventore dolorum quaerat sint consequatur dolorum assumenda.,Redes Neuronales|Sistemas Operativos,"9000173-8|Debora Pedro Benavidez|abelardoparedes@example.com, 9000288-7|Leticia Federico Malave|mario88@example.com","9000149-4|Citlali Florencia Longoria|carla07@example.net, 9000218-9|Horacio Riojas Razo|baezjose-carlos@example.com, 9000269-2|Conchita Zelaya|itzelmatos@example.org",83|74|32,Illum voluptatum delectus laudantium nihil quaerat quod consectetur dignissimos atque illo.|Nulla aspernatur reprehenderit aliquam facilis consectetur aspernatur eaque itaque saepe quod ullam.|Rerum illo nulla accusantium sed labore praesentium expedita nulla atque beatae enim et.
Reprehenderit aliquid velit ab laborum quasi quia.,2024-02-27,2024-04-04,Dolore incidunt ab quibusdam. Autem mollitia iste excepturi. Reprehenderit beatae voluptatum dolores rerum.,Teoria de la Computacion|Realidad Aumentada,"9000265-3|Cristian Gallegos|pedrozalorenzo@example.com, 9000294-0|Samuel Ybarra|octavioolivares@example.com","9000023-K|Alvaro Partida|zoe37@example.net, 9000051-1|Rebeca Valenzuela Esquivel|perla41@example.com, 9000031-2|Maria Elena Centeno Serna|kreyes@example.org",100|71|61,Illum id aliquam dolore illo temporibus voluptas excepturi ad quis dolorum.|Ex corrupti itaque consequuntur amet doloribus occaecati labore animi iste.|Beatae ab vero temporibus sapiente totam unde mollitia aliquam neque.
Iure asperiores architecto debitis praesentium at.,2025-03-15,2025-04-20,Sit nisi repellat voluptas facilis recusandae nemo. Quis ullam accusantium sint earum. Quasi praesentium voluptas sit in.,Procesamiento de Lenguaje Natural,"9000195-8|Pablo Roybal|isabela88@example.com, 9000165-K|Concepcion Vanesa Adame|pizarroestefania@example.org, 9000259-1|Ivan Juan Ledesma Perez|ariadna70@example.net","9000079-K|Dr. Esparta Acosta|lugomarisol@example.net, 9000213-3|Tomas Antonia Rascon Robledo|carolina89@example.org, 9000129-1|Noelia Robles|fmanzanares@example.org",94|17|84,Eum esse magnam quod atque non.|Eligendi quo quam dolore impedit quisquam ab laboriosam.|Praesentium deserunt praesentium amet neque molestiae eligendi illo voluptatibus doloremque.
Alias officia atque iure repudiandae quia ipsam.,2024-12-03,2024-12-18,Exercitationem praesentium numquam mollitia. Similique ullam occaecati natus iusto.,Ingenieria del Conocimiento,"9000299-6|Angela Felipe Negron Linares|marcelatorrez@example.net, 9000187-1|Estela Barreto Aparicio|angelica83@example.com","9000064-1|Lic. Maria Teresa Lerma|hsandoval@example.com, 9000095-0|Vicente Hinojosa|adelamiranda@example.com, 9000054-K|Laura Santiago Reyna|esmeraldavergara@example.com",100|43|70,Non molestias dolorum officiis laborum distinctio suscipit enim libero maxime.|Quam aliquam expedita quaerat occaecati unde sit repudiandae voluptatem.|Necessitatibus ut fuga accusantium libero velit fugit fuga nemo hic.
Iusto sunt eum.,2024-04-04,2024-04-08,"Ipsum neque reprehenderit illum. Voluptatem rerum omnis ratione.
Natus maiores sint qui. Voluptatibus suscipit ratione.",Visualizacion de Datos|Data Warehousing|Sistemas Recomendadores,9000066-1|Andres Pacheco Salazar|velazquezsonia@example.net,"9000166-8|Berta Jose Carlos Tovar Munoz|oterogeronimo@example.org, 9000032-6|Sr(a). Zeferino Bonilla|margarita67@example.net, 9000109-K|Ing. Marisol Vallejo|soledad52@example.com",60|76|55,Reprehenderit sed quos assumenda perferendis iure possimus magni sunt aut natus.|Officia quo nobis illo inventore vitae ipsum odio vitae facere possimus.|Placeat voluptatibus repellendus corrupti explicabo repellendus sapiente voluptas fuga dolores unde 
Reiciendis quas quos non explicabo aliquid explicabo.,2023-06-20,2023-07-07,Quia sunt quam impedit labore facilis blanditiis. Quasi laudantium libero magni. Libero non fugiat voluptates unde.,Analisis de Sistemas,9000280-K|Carla Elisa Mata|tellodulce-maria@example.org,"9000093-K|Ivonne Jeronimo Aguayo Duran|raulpacheco@example.org, 9000060-0|Luis Cardenas|equiroz@example.org, 9000238-8|Ing. Bernabe Matos|marthacasillas@example.com",51|78|83,In nesciunt deleniti fuga perspiciatis distinctio asperiores quisquam laboriosam dolor eum hic conse|Fugiat doloremque sapiente debitis porro amet nisi eius molestias laudantium laboriosam commodi.|Nam illo sequi nihil enim fuga iste necessitatibus.
Reiciendis consequuntur dolore ipsam.,2024-06-01,2024-06-05,Odit dignissimos dolorum unde asperiores. Libero adipisci nesciunt tempore itaque amet.,Computacion Grafica|Sistemas Recomendadores|Tecnologias Moviles,9000014-0|Miguel Angel Alejandro Castro|benito71@example.net,"9000067-6|Sonia Aldonza Zambrano Rojo|vanesa99@example.org, 9000256-K|Maria Elena Bustos Galindo|arteagaisabela@example.org, 9000208-5|Lic. Cristian Curiel|sofiade-jesus@example.net",84|66|36,Suscipit ratione voluptate rem modi eveniet id quis dolorem ullam.|Eaque autem ratione architecto error similique quod nihil ea.|Expedita sapiente corrupti ullam a sed reiciendis magnam.
Impedit tempora numquam beatae vero quis sint nesciunt.,2023-10-06,2023-11-26,Voluptas eum minus recusandae suscipit aspernatur at. Alias deleniti itaque id officia sit saepe. Sapiente soluta cum deleniti rerum.,Inteligencia Artificial,"9000182-3|Esperanza Aurora Puente Calvillo|quirozdaniela@example.net, 9000245-6|Olga Lilia Valles|daviddel-rio@example.org, 9000140-7|Leticia Pascual Abrego Maestas|enrique69@example.net","9000207-K|Fernando Quezada Quinones|josenieves@example.com, 9000060-0|Luis Cardenas|equiroz@example.org, 9000094-5|Sr(a). Nadia de la Garza|davidzedillo@example.com",30|83|0,Harum totam ullam reiciendis unde rerum ea placeat quam.|Impedit recusandae dolorum necessitatibus sequi aspernatur.|Neque quo autem deleniti consequatur ea quis assumenda debitis totam cumque.
Laborum id fugit aliquam.,2023-05-22,2023-06-09,Qui esse debitis assumenda. Sint officia aut eligendi necessitatibus tenetur earum beatae. Eligendi quibusdam dolor maiores.,Seguridad Informatica,"9000101-1|Pilar Adalberto Sierra Espino|guardadolorenzo@example.com, 9000294-0|Samuel Ybarra|octavioolivares@example.com","9000137-6|Amador Lerma Saldana|ilira@example.org, 9000208-5|Lic. Cristian Curiel|sofiade-jesus@example.net, 9000260-0|Yolanda Cadena|clararomero@example.com",1|94|90,Temporibus officia praesentium ipsa voluptatem maiores maxime illo numquam molestiae porro corporis |Commodi optio itaque pariatur veniam veritatis totam est earum odit commodi tenetur et.|Quaerat nam ad atque deleniti maxime sunt.
Aut illo soluta quisquam suscipit.,2024-05-03,2024-06-08,"Delectus dolorum quaerat accusamus commodi. Hic velit labore aspernatur doloribus.
Voluptatum est vel. Culpa modi ipsam aliquam ipsum.",Seguridad Informatica,"9000255-0|Camila Mayte Benitez Cisneros|zoeosorio@example.net, 9000240-9|Lic. Rodrigo Correa|fcamacho@example.net","9000112-4|Magdalena Nadia Baca|sisneroscristian@example.com, 9000213-3|Tomas Antonia Rascon Robledo|carolina89@example.org, 9000027-7|Horacio Noelia Otero Torrez|chernandes@example.net",28|77|24,Sint asperiores ipsum excepturi recusandae sapiente amet dolores dolor alias recusandae sequi.|Porro repellendus quidem quaerat laudantium totam.|Reiciendis rem consequuntur eius inventore enim aperiam quia pariatur.
Nihil dignissimos debitis voluptatum ipsa quam quidem.,2024-10-26,2024-10-27,Mollitia praesentium dolor omnis rem cumque unde nemo. Officia voluptas occaecati quod itaque officiis.,Sistemas Embebidos|Etica en Tecnologia,"9000086-2|Emilia Tania Jaime Santiago|dheredia@example.org, 9000173-8|Debora Pedro Benavidez|abelardoparedes@example.com","9000035-2|Natalia Mayte Laboy|brunomenendez@example.org, 9000149-4|Citlali Florencia Longoria|carla07@example.net, 9000029-4|Ricardo Antonia Armenta|smontanez@example.org",9|64|37,Placeat nihil perferendis officiis eum est iusto animi ab iusto sequi.|Libero fugiat quam mollitia quo error.|Omnis non recusandae id quos itaque magnam provident impedit.
Dolores vel repellat tenetur.,2024-07-25,2024-08-11,Nostrum reprehenderit mollitia qui. Quibusdam cum fuga ex aut. Provident quia nostrum expedita atque.,Gestion de Proyectos|Testing de Software,"9000296-4|Camilo Cintron|archuletahernan@example.com, 9000165-K|Concepcion Vanesa Adame|pizarroestefania@example.org, 9000100-4|Lucas Isabela Mayorga Cantu|isaacpatino@example.net","9000225-K|Marcos Linda Roybal|vfigueroa@example.net, 9000111-2|Sr(a). Angela Rodriquez|llamaslucas@example.org, 9000020-0|Dr. Teodoro Gonzales|camarilloliliana@example.com",98|31|96,Velit excepturi adipisci aperiam dolores sunt.|Consequuntur ea in praesentium sapiente ratione iure.|Voluptatibus dicta veritatis perspiciatis dolor repudiandae.
Consequuntur aspernatur aperiam recusandae.,2023-05-30,2023-07-13,Sapiente dignissimos voluptatibus autem accusamus modi illo voluptate. Repellendus quasi ex.,Analisis de Vulnerabilidades|Compiladores,"9000132-2|Gregorio Arcelia Gonzales|olivaresgerman@example.com, 9000195-8|Pablo Roybal|isabela88@example.com","9000009-8|Ing. Yolanda Moreno|osorioalma@example.com, 9000069-7|Jose Luis Hernandes|munguiaangel@example.com, 9000248-1|Cristal Victor Rosario|biancamontez@example.net",48|81|100,Odio iusto ipsum recusandae deleniti quis eligendi non laboriosam totam ab.|Vitae eius officia optio ducimus quam esse.|Autem illum architecto aliquid accusantium sapiente a.
Occaecati beatae commodi.,2023-06-10,2023-07-25,Ex quia necessitatibus consequatur quam quis. Placeat consectetur doloremque vero. Quidem voluptatum iure omnis laudantium recusandae.,Data Warehousing,9000266-3|Alejandra Silvia Corral|carmenrojas@example.net,"9000051-1|Rebeca Valenzuela Esquivel|perla41@example.com, 9000040-6|Cynthia Irene Garza|norma41@example.com, 9000260-0|Yolanda Cadena|clararomero@example.com",68|1|89,Ratione non assumenda voluptas dolore itaque odio.|Aliquam magni dolore eius blanditiis ducimus exercitationem magnam.|Repellat assumenda qui itaque quam eligendi molestiae tempore adipisci vitae neque illo.
Quas aliquam occaecati recusandae expedita.,2025-03-30,2025-04-05,Tempore ab voluptate qui vitae asperiores. Deserunt nam eius animi tempora facere. Quaerat quidem perferendis eaque vel sed.,Bioinformatica|Computacion Grafica,"9000042-5|Lic. Martha Pulido|irene31@example.com, 9000098-5|Mtro. Minerva Almaraz|naranjohomero@example.org","9000031-2|Maria Elena Centeno Serna|kreyes@example.org, 9000298-4|Porfirio Olvera Limon|victor92@example.com, 9000214-3|Javier Quintanilla Hidalgo|mgallegos@example.net",40|45|27,Accusantium quidem est quis architecto commodi cupiditate illo porro.|Pariatur modi accusamus velit atque suscipit veritatis voluptates mollitia illum.|Maxime ducimus earum vero commodi eos reprehenderit.
